Date,GrAge_Admission,Statut_Vaccinal,Nb_Nvelles_Hosp
2021-12-08,20-29 ans,Vacciné 2 doses,0
2021-12-08,30-39 ans,Non-vacciné,3
2021-12-08,30-39 ans,Vacciné 1 dose,0
2021-12-08,30-39 ans,Vacciné 2 doses,0
2021-12-08,40-49 ans,Non-vacciné,0
2021-12-08,40-49 ans,Vacciné 1 dose,0
2021-12-08,40-49 ans,Vacciné 2 doses,0
2021-12-08,50-59 ans,Non-vacciné,1
2021-12-08,50-59 ans,Vacciné 1 dose,0
2021-12-08,50-59 ans,Vacciné 2 doses,1
2021-12-08,60-69 ans,Non-vacciné,1
2021-12-08,60-69 ans,Vacciné 1 dose,1
2021-12-08,60-69 ans,Vacciné 2 doses,9
2021-12-08,70-79 ans,Non-vacciné,2
2021-12-08,70-79 ans,Vacciné 1 dose,1
2021-12-08,70-79 ans,Vacciné 2 doses,15
2021-12-08,80-89 ans,Non-vacciné,1
2021-12-08,80-89 ans,Vacciné 1 dose,1
2021-12-08,80-89 ans,Vacciné 2 doses,11
2021-12-08,90 ans et plus,Non-vacciné,0
2021-12-08,90 ans et plus,Vacciné 1 dose,1
2021-12-08,90 ans et plus,Vacciné 2 doses,9
2021-12-09,0-9 ans,0 à 4 ans,0
2021-12-09,0-9 ans,Non-vacciné,0
2021-12-09,0-9 ans,Vacciné 1 dose,0
2021-12-09,0-9 ans,Vacciné 2 doses,0
2021-12-09,10-19 ans,Non-vacciné,0
2021-12-09,10-19 ans,Vacciné 1 dose,0
2021-12-09,10-19 ans,Vacciné 2 doses,0
2021-12-09,20-29 ans,Non-vacciné,1
2021-12-09,20-29 ans,Vacciné 1 dose,1
2021-12-09,20-29 ans,Vacciné 2 doses,1
2021-12-09,30-39 ans,Non-vacciné,2
2021-12-09,30-39 ans,Vacciné 1 dose,0
2021-12-09,30-39 ans,Vacciné 2 doses,1
2021-12-09,40-49 ans,Non-vacciné,0
2021-12-09,40-49 ans,Vacciné 1 dose,0
2021-12-09,40-49 ans,Vacciné 2 doses,1
2021-12-09,50-59 ans,Non-vacciné,3
2021-12-09,50-59 ans,Vacciné 1 dose,0
2021-12-09,50-59 ans,Vacciné 2 doses,2
2021-12-09,60-69 ans,Non-vacciné,5
2021-12-09,60-69 ans,Vacciné 1 dose,0
2021-12-09,60-69 ans,Vacciné 2 doses,9
2021-12-09,70-79 ans,Non-vacciné,3
2021-12-09,70-79 ans,Vacciné 1 dose,0
2021-12-09,70-79 ans,Vacciné 2 doses,15
2021-12-09,80-89 ans,Non-vacciné,4
2021-12-09,80-89 ans,Vacciné 1 dose,1
2021-12-09,80-89 ans,Vacciné 2 doses,11
2021-12-09,90 ans et plus,Non-vacciné,0
2021-12-09,90 ans et plus,Vacciné 1 dose,1
2021-12-09,90 ans et plus,Vacciné 2 doses,7
2021-12-10,0-9 ans,0 à 4 ans,0
2021-12-10,0-9 ans,Non-vacciné,0
2021-12-10,0-9 ans,Vacciné 1 dose,0
2021-12-10,0-9 ans,Vacciné 2 doses,0
2021-12-10,10-19 ans,Non-vacciné,1
2021-12-10,10-19 ans,Vacciné 1 dose,0
2021-12-10,10-19 ans,Vacciné 2 doses,0
2021-12-10,20-29 ans,Non-vacciné,1
2021-12-10,20-29 ans,Vacciné 1 dose,0
2021-12-10,20-29 ans,Vacciné 2 doses,0
2021-12-10,30-39 ans,Non-vacciné,1
2021-12-10,30-39 ans,Vacciné 1 dose,0
2021-12-10,30-39 ans,Vacciné 2 doses,2
2021-12-10,40-49 ans,Non-vacciné,2
2021-12-10,40-49 ans,Vacciné 1 dose,0
2021-12-10,40-49 ans,Vacciné 2 doses,0
2021-12-10,50-59 ans,Non-vacciné,2
2021-12-10,50-59 ans,Vacciné 1 dose,0
2021-12-10,50-59 ans,Vacciné 2 doses,4
2021-12-10,60-69 ans,Non-vacciné,2
2021-12-10,60-69 ans,Vacciné 1 dose,0
2021-12-10,60-69 ans,Vacciné 2 doses,9
2021-12-10,70-79 ans,Non-vacciné,1
2021-12-10,70-79 ans,Vacciné 1 dose,1
2021-12-10,70-79 ans,Vacciné 2 doses,12
2021-12-10,80-89 ans,Non-vacciné,4
2021-12-10,80-89 ans,Vacciné 1 dose,0
2021-12-10,80-89 ans,Vacciné 2 doses,16
2021-12-10,90 ans et plus,Non-vacciné,2
2021-12-10,90 ans et plus,Vacciné 1 dose,0
2021-12-10,90 ans et plus,Vacciné 2 doses,7
2021-12-11,0-9 ans,0 à 4 ans,0
2021-12-11,0-9 ans,Non-vacciné,0
2021-12-11,0-9 ans,Vacciné 1 dose,0
2021-12-11,0-9 ans,Vacciné 2 doses,0
2021-12-11,10-19 ans,Non-vacciné,0
2021-12-11,10-19 ans,Vacciné 1 dose,0
2021-12-11,10-19 ans,Vacciné 2 doses,0
2021-12-11,20-29 ans,Non-vacciné,2
2021-12-11,20-29 ans,Vacciné 1 dose,0
2021-12-11,20-29 ans,Vacciné 2 doses,1
2021-12-11,30-39 ans,Non-vacciné,0
2021-12-11,30-39 ans,Vacciné 1 dose,0
2021-12-11,30-39 ans,Vacciné 2 doses,1
2021-12-11,40-49 ans,Non-vacciné,3
2021-12-11,40-49 ans,Vacciné 1 dose,0
2021-12-11,40-49 ans,Vacciné 2 doses,1
2021-12-11,50-59 ans,Non-vacciné,2
2021-12-11,50-59 ans,Vacciné 1 dose,0
2021-12-11,50-59 ans,Vacciné 2 doses,4
2021-12-11,60-69 ans,Non-vacciné,5
2021-12-11,60-69 ans,Vacciné 1 dose,0
2021-12-11,60-69 ans,Vacciné 2 doses,7
2021-12-11,70-79 ans,Non-vacciné,2
2021-12-11,70-79 ans,Vacciné 1 dose,0
2021-12-11,70-79 ans,Vacciné 2 doses,14
2021-12-11,80-89 ans,Non-vacciné,3
2021-12-11,80-89 ans,Vacciné 1 dose,0
2021-12-11,80-89 ans,Vacciné 2 doses,8
2021-12-11,90 ans et plus,Non-vacciné,1
2021-12-11,90 ans et plus,Vacciné 1 dose,0
2021-12-11,90 ans et plus,Vacciné 2 doses,9
2021-12-12,0-9 ans,0 à 4 ans,0
2021-12-12,0-9 ans,Non-vacciné,0
2021-12-12,0-9 ans,Vacciné 1 dose,0
2021-12-12,0-9 ans,Vacciné 2 doses,0
2021-12-12,10-19 ans,Non-vacciné,1
2021-12-12,10-19 ans,Vacciné 1 dose,0
2021-12-12,10-19 ans,Vacciné 2 doses,0
2021-12-12,20-29 ans,Non-vacciné,1
2021-12-12,20-29 ans,Vacciné 1 dose,0
2021-12-12,20-29 ans,Vacciné 2 doses,2
2021-12-12,30-39 ans,Non-vacciné,2
2021-12-12,30-39 ans,Vacciné 1 dose,0
2021-12-12,30-39 ans,Vacciné 2 doses,0
2021-12-12,40-49 ans,Non-vacciné,1
2021-12-12,40-49 ans,Vacciné 1 dose,0
2021-12-12,40-49 ans,Vacciné 2 doses,1
2021-12-12,50-59 ans,Non-vacciné,4
2021-12-12,50-59 ans,Vacciné 1 dose,0
2021-12-12,50-59 ans,Vacciné 2 doses,1
2021-12-12,60-69 ans,Non-vacciné,3
2021-12-12,60-69 ans,Vacciné 1 dose,0
2021-12-12,60-69 ans,Vacciné 2 doses,9
2021-12-12,70-79 ans,Non-vacciné,4
2021-12-12,70-79 ans,Vacciné 1 dose,0
2021-12-12,70-79 ans,Vacciné 2 doses,14
2021-12-12,80-89 ans,Non-vacciné,1
2021-12-12,80-89 ans,Vacciné 1 dose,0
2021-12-12,80-89 ans,Vacciné 2 doses,12
2021-12-12,90 ans et plus,Non-vacciné,2
2021-12-12,90 ans et plus,Vacciné 1 dose,0
2021-12-12,90 ans et plus,Vacciné 2 doses,4
2021-12-13,0-9 ans,0 à 4 ans,1
2021-12-13,0-9 ans,Non-vacciné,0
2021-12-13,0-9 ans,Vacciné 1 dose,0
2021-12-13,0-9 ans,Vacciné 2 doses,0
2021-12-13,10-19 ans,Non-vacciné,1
2021-12-13,10-19 ans,Vacciné 1 dose,0
2021-12-13,10-19 ans,Vacciné 2 doses,0
2021-12-13,20-29 ans,Non-vacciné,2
2021-12-13,20-29 ans,Vacciné 1 dose,0
2021-12-13,20-29 ans,Vacciné 2 doses,0
2021-12-13,30-39 ans,Non-vacciné,4
2021-12-13,30-39 ans,Vacciné 1 dose,1
2021-12-13,30-39 ans,Vacciné 2 doses,1
2021-12-13,40-49 ans,Non-vacciné,1
2021-12-13,40-49 ans,Vacciné 1 dose,0
2021-12-13,40-49 ans,Vacciné 2 doses,1
2021-12-13,50-59 ans,Non-vacciné,6
2021-12-13,50-59 ans,Vacciné 1 dose,0
2021-12-13,50-59 ans,Vacciné 2 doses,3
2021-12-13,60-69 ans,Non-vacciné,4
2021-12-13,60-69 ans,Vacciné 1 dose,0
2021-12-13,60-69 ans,Vacciné 2 doses,10
2021-12-13,70-79 ans,Non-vacciné,5
2021-12-13,70-79 ans,Vacciné 1 dose,0
2021-12-13,70-79 ans,Vacciné 2 doses,24
2021-12-13,80-89 ans,Non-vacciné,3
2021-12-13,80-89 ans,Vacciné 1 dose,0
2021-12-13,80-89 ans,Vacciné 2 doses,18
2021-12-13,90 ans et plus,Non-vacciné,0
2021-12-13,90 ans et plus,Vacciné 1 dose,1
2021-12-13,90 ans et plus,Vacciné 2 doses,5
2021-12-14,0-9 ans,0 à 4 ans,0
2021-12-14,0-9 ans,Non-vacciné,2
2021-12-14,0-9 ans,Vacciné 1 dose,0
2021-12-14,0-9 ans,Vacciné 2 doses,0
2021-12-14,10-19 ans,Non-vacciné,0
2021-12-14,10-19 ans,Vacciné 1 dose,0
2021-12-14,10-19 ans,Vacciné 2 doses,0
2021-12-14,20-29 ans,Non-vacciné,3
2021-12-14,20-29 ans,Vacciné 1 dose,0
2021-12-14,20-29 ans,Vacciné 2 doses,0
2021-12-14,30-39 ans,Non-vacciné,3
2021-12-14,30-39 ans,Vacciné 1 dose,0
2021-12-14,30-39 ans,Vacciné 2 doses,1
2021-12-14,40-49 ans,Non-vacciné,4
2021-12-14,40-49 ans,Vacciné 1 dose,0
2021-12-14,40-49 ans,Vacciné 2 doses,2
2021-12-14,50-59 ans,Non-vacciné,3
2021-12-14,50-59 ans,Vacciné 1 dose,1
2021-12-14,50-59 ans,Vacciné 2 doses,0
2021-12-14,60-69 ans,Non-vacciné,3
2021-12-14,60-69 ans,Vacciné 1 dose,0
2021-12-14,60-69 ans,Vacciné 2 doses,5
2021-12-14,70-79 ans,Non-vacciné,4
2021-12-14,70-79 ans,Vacciné 1 dose,1
2021-12-14,70-79 ans,Vacciné 2 doses,21
2021-12-14,80-89 ans,Non-vacciné,5
2021-12-14,80-89 ans,Vacciné 1 dose,2
2021-12-14,80-89 ans,Vacciné 2 doses,15
2021-12-14,90 ans et plus,Non-vacciné,0
2021-12-14,90 ans et plus,Vacciné 1 dose,1
2021-12-14,90 ans et plus,Vacciné 2 doses,7
2021-12-15,0-9 ans,0 à 4 ans,0
2021-12-15,0-9 ans,Non-vacciné,0
2021-12-15,0-9 ans,Vacciné 1 dose,0
2021-12-15,0-9 ans,Vacciné 2 doses,0
2021-12-15,10-19 ans,Non-vacciné,1
2021-12-15,10-19 ans,Vacciné 1 dose,0
2021-12-15,10-19 ans,Vacciné 2 doses,0
2021-12-15,20-29 ans,Non-vacciné,1
2021-12-15,20-29 ans,Vacciné 1 dose,1
2021-12-15,20-29 ans,Vacciné 2 doses,1
2021-12-15,30-39 ans,Non-vacciné,3
2021-12-15,30-39 ans,Vacciné 1 dose,0
2021-12-15,30-39 ans,Vacciné 2 doses,1
2021-12-15,40-49 ans,Non-vacciné,3
2021-12-15,40-49 ans,Vacciné 1 dose,1
2021-12-15,40-49 ans,Vacciné 2 doses,2
2021-12-15,50-59 ans,Non-vacciné,4
2021-12-15,50-59 ans,Vacciné 1 dose,1
2021-12-15,50-59 ans,Vacciné 2 doses,2
2021-12-15,60-69 ans,Non-vacciné,1
2021-12-15,60-69 ans,Vacciné 1 dose,0
2021-12-15,60-69 ans,Vacciné 2 doses,6
2021-12-15,70-79 ans,Non-vacciné,3
2021-12-15,70-79 ans,Vacciné 1 dose,0
2021-12-15,70-79 ans,Vacciné 2 doses,14
2021-12-15,80-89 ans,Non-vacciné,5
2021-12-15,80-89 ans,Vacciné 1 dose,1
2021-12-15,80-89 ans,Vacciné 2 doses,19
2021-12-15,90 ans et plus,Non-vacciné,0
2021-12-15,90 ans et plus,Vacciné 1 dose,0
2021-12-15,90 ans et plus,Vacciné 2 doses,9
2021-12-16,0-9 ans,0 à 4 ans,0
2021-12-16,0-9 ans,Non-vacciné,0
2021-12-16,0-9 ans,Vacciné 1 dose,0
2021-12-16,0-9 ans,Vacciné 2 doses,0
2021-12-16,10-19 ans,Non-vacciné,1
2021-12-16,10-19 ans,Vacciné 1 dose,1
2021-12-16,10-19 ans,Vacciné 2 doses,0
2021-12-16,20-29 ans,Non-vacciné,5
2021-12-16,20-29 ans,Vacciné 1 dose,0
2021-12-16,20-29 ans,Vacciné 2 doses,3
2021-12-16,30-39 ans,Non-vacciné,5
2021-12-16,30-39 ans,Vacciné 1 dose,0
2021-12-16,30-39 ans,Vacciné 2 doses,1
2021-12-16,40-49 ans,Non-vacciné,2
2021-12-16,40-49 ans,Vacciné 1 dose,0
2021-12-16,40-49 ans,Vacciné 2 doses,4
2021-12-16,50-59 ans,Non-vacciné,4
2021-12-16,50-59 ans,Vacciné 1 dose,0
2021-12-16,50-59 ans,Vacciné 2 doses,2
2021-12-16,60-69 ans,Non-vacciné,3
2021-12-16,60-69 ans,Vacciné 1 dose,0
2021-12-16,60-69 ans,Vacciné 2 doses,14
2021-12-16,70-79 ans,Non-vacciné,3
2021-12-16,70-79 ans,Vacciné 1 dose,0
2021-12-16,70-79 ans,Vacciné 2 doses,19
2021-12-16,80-89 ans,Non-vacciné,4
2021-12-16,80-89 ans,Vacciné 1 dose,0
2021-12-16,80-89 ans,Vacciné 2 doses,16
2021-12-16,90 ans et plus,Non-vacciné,1
2021-12-16,90 ans et plus,Vacciné 1 dose,0
2021-12-16,90 ans et plus,Vacciné 2 doses,10
2021-12-17,0-9 ans,0 à 4 ans,1
2021-12-17,0-9 ans,Non-vacciné,2
2021-12-17,0-9 ans,Vacciné 1 dose,0
2021-12-17,0-9 ans,Vacciné 2 doses,0
2021-12-17,10-19 ans,Non-vacciné,2
2021-12-17,10-19 ans,Vacciné 1 dose,0
2021-12-17,10-19 ans,Vacciné 2 doses,0
2021-12-17,20-29 ans,Non-vacciné,2
2021-12-17,20-29 ans,Vacciné 1 dose,0
2021-12-17,20-29 ans,Vacciné 2 doses,0
2021-12-17,30-39 ans,Non-vacciné,5
2021-12-17,30-39 ans,Vacciné 1 dose,1
2021-12-17,30-39 ans,Vacciné 2 doses,7
2021-12-17,40-49 ans,Non-vacciné,1
2021-12-17,40-49 ans,Vacciné 1 dose,1
2021-12-17,40-49 ans,Vacciné 2 doses,3
2021-12-17,50-59 ans,Non-vacciné,9
2021-12-17,50-59 ans,Vacciné 1 dose,0
2021-12-17,50-59 ans,Vacciné 2 doses,6
2021-12-17,60-69 ans,Non-vacciné,2
2021-12-17,60-69 ans,Vacciné 1 dose,1
2021-12-17,60-69 ans,Vacciné 2 doses,11
2021-12-17,70-79 ans,Non-vacciné,2
2021-12-17,70-79 ans,Vacciné 1 dose,0
2021-12-17,70-79 ans,Vacciné 2 doses,26
2021-12-17,80-89 ans,Non-vacciné,0
2021-12-17,80-89 ans,Vacciné 1 dose,0
2021-12-17,80-89 ans,Vacciné 2 doses,15
2021-12-17,90 ans et plus,Non-vacciné,2
2021-12-17,90 ans et plus,Vacciné 1 dose,1
2021-12-17,90 ans et plus,Vacciné 2 doses,9
2021-12-18,0-9 ans,0 à 4 ans,2
2021-12-18,0-9 ans,Non-vacciné,1
2021-12-18,0-9 ans,Vacciné 1 dose,0
2021-12-18,0-9 ans,Vacciné 2 doses,0
2021-12-18,10-19 ans,Non-vacciné,1
2021-12-18,10-19 ans,Vacciné 1 dose,0
2021-12-18,10-19 ans,Vacciné 2 doses,2
2021-12-18,20-29 ans,Non-vacciné,3
2021-12-18,20-29 ans,Vacciné 1 dose,0
2021-12-18,20-29 ans,Vacciné 2 doses,1
2021-12-18,30-39 ans,Non-vacciné,3
2021-12-18,30-39 ans,Vacciné 1 dose,0
2021-12-18,30-39 ans,Vacciné 2 doses,2
2021-12-18,40-49 ans,Non-vacciné,3
2021-12-18,40-49 ans,Vacciné 1 dose,0
2021-12-18,40-49 ans,Vacciné 2 doses,0
2021-12-18,50-59 ans,Non-vacciné,6
2021-12-18,50-59 ans,Vacciné 1 dose,0
2021-12-18,50-59 ans,Vacciné 2 doses,4
2021-12-18,60-69 ans,Non-vacciné,2
2021-12-18,60-69 ans,Vacciné 1 dose,0
2021-12-18,60-69 ans,Vacciné 2 doses,4
2021-12-18,70-79 ans,Non-vacciné,3
2021-12-18,70-79 ans,Vacciné 1 dose,0
2021-12-18,70-79 ans,Vacciné 2 doses,20
2021-12-18,80-89 ans,Non-vacciné,1
2021-12-18,80-89 ans,Vacciné 1 dose,0
2021-12-18,80-89 ans,Vacciné 2 doses,19
2021-12-18,90 ans et plus,Non-vacciné,2
2021-12-18,90 ans et plus,Vacciné 1 dose,0
2021-12-18,90 ans et plus,Vacciné 2 doses,3
2021-12-19,0-9 ans,0 à 4 ans,4
2021-12-19,0-9 ans,Non-vacciné,0
2021-12-19,0-9 ans,Vacciné 1 dose,0
2021-12-19,0-9 ans,Vacciné 2 doses,0
2021-12-19,10-19 ans,Non-vacciné,2
2021-12-19,10-19 ans,Vacciné 1 dose,0
2021-12-19,10-19 ans,Vacciné 2 doses,0
2021-12-19,20-29 ans,Non-vacciné,2
2021-12-19,20-29 ans,Vacciné 1 dose,0
2021-12-19,20-29 ans,Vacciné 2 doses,1
2021-12-19,30-39 ans,Non-vacciné,2
2021-12-19,30-39 ans,Vacciné 1 dose,0
2021-12-19,30-39 ans,Vacciné 2 doses,1
2021-12-19,40-49 ans,Non-vacciné,5
2021-12-19,40-49 ans,Vacciné 1 dose,0
2021-12-19,40-49 ans,Vacciné 2 doses,2
2021-12-19,50-59 ans,Non-vacciné,0
2021-12-19,50-59 ans,Vacciné 1 dose,0
2021-12-19,50-59 ans,Vacciné 2 doses,5
2021-12-19,60-69 ans,Non-vacciné,6
2021-12-19,60-69 ans,Vacciné 1 dose,0
2021-12-19,60-69 ans,Vacciné 2 doses,10
2021-12-19,70-79 ans,Non-vacciné,4
2021-12-19,70-79 ans,Vacciné 1 dose,0
2021-12-19,70-79 ans,Vacciné 2 doses,13
2021-12-19,80-89 ans,Non-vacciné,1
2021-12-19,80-89 ans,Vacciné 1 dose,0
2021-12-19,80-89 ans,Vacciné 2 doses,12
2021-12-19,90 ans et plus,Non-vacciné,1
2021-12-19,90 ans et plus,Vacciné 1 dose,0
2021-12-19,90 ans et plus,Vacciné 2 doses,10
2021-12-20,0-9 ans,0 à 4 ans,2
2021-12-20,0-9 ans,Non-vacciné,3
2021-12-20,0-9 ans,Vacciné 1 dose,0
2021-12-20,0-9 ans,Vacciné 2 doses,0
2021-12-20,10-19 ans,Non-vacciné,1
2021-12-20,10-19 ans,Vacciné 1 dose,0
2021-12-20,10-19 ans,Vacciné 2 doses,0
2021-12-20,20-29 ans,Non-vacciné,2
2021-12-20,20-29 ans,Vacciné 1 dose,1
2021-12-20,20-29 ans,Vacciné 2 doses,2
2021-12-20,30-39 ans,Non-vacciné,3
2021-12-20,30-39 ans,Vacciné 1 dose,0
2021-12-20,30-39 ans,Vacciné 2 doses,1
2021-12-20,40-49 ans,Non-vacciné,4
2021-12-20,40-49 ans,Vacciné 1 dose,0
2021-12-20,40-49 ans,Vacciné 2 doses,3
2021-12-20,50-59 ans,Non-vacciné,3
2021-12-20,50-59 ans,Vacciné 1 dose,0
2021-12-20,50-59 ans,Vacciné 2 doses,5
2021-12-20,60-69 ans,Non-vacciné,8
2021-12-20,60-69 ans,Vacciné 1 dose,0
2021-12-20,60-69 ans,Vacciné 2 doses,7
2021-12-20,70-79 ans,Non-vacciné,4
2021-12-20,70-79 ans,Vacciné 1 dose,0
2021-12-20,70-79 ans,Vacciné 2 doses,14
2021-12-20,80-89 ans,Non-vacciné,3
2021-12-20,80-89 ans,Vacciné 1 dose,0
2021-12-20,80-89 ans,Vacciné 2 doses,25
2021-12-20,90 ans et plus,Non-vacciné,1
2021-12-20,90 ans et plus,Vacciné 1 dose,1
2021-12-20,90 ans et plus,Vacciné 2 doses,11
2021-12-21,0-9 ans,0 à 4 ans,1
2021-12-21,0-9 ans,Non-vacciné,2
2021-12-21,0-9 ans,Vacciné 1 dose,0
2021-12-21,0-9 ans,Vacciné 2 doses,0
2021-12-21,10-19 ans,Non-vacciné,2
2021-12-21,10-19 ans,Vacciné 1 dose,0
2021-12-21,10-19 ans,Vacciné 2 doses,0
2021-12-21,20-29 ans,Non-vacciné,2
2021-12-21,20-29 ans,Vacciné 1 dose,0
2021-12-21,20-29 ans,Vacciné 2 doses,2
2021-12-21,30-39 ans,Non-vacciné,4
2021-12-21,30-39 ans,Vacciné 1 dose,1
2021-12-21,30-39 ans,Vacciné 2 doses,8
2021-12-21,40-49 ans,Non-vacciné,6
2021-12-21,40-49 ans,Vacciné 1 dose,0
2021-12-21,40-49 ans,Vacciné 2 doses,4
2021-12-21,50-59 ans,Non-vacciné,3
2021-12-21,50-59 ans,Vacciné 1 dose,0
2021-12-21,50-59 ans,Vacciné 2 doses,7
2021-12-21,60-69 ans,Non-vacciné,8
2021-12-21,60-69 ans,Vacciné 1 dose,0
2021-12-21,60-69 ans,Vacciné 2 doses,15
2021-12-21,70-79 ans,Non-vacciné,9
2021-12-21,70-79 ans,Vacciné 1 dose,0
2021-12-21,70-79 ans,Vacciné 2 doses,24
2021-12-21,80-89 ans,Non-vacciné,6
2021-12-21,80-89 ans,Vacciné 1 dose,0
2021-12-21,80-89 ans,Vacciné 2 doses,33
2021-12-21,90 ans et plus,Non-vacciné,1
2021-12-21,90 ans et plus,Vacciné 1 dose,1
2021-12-21,90 ans et plus,Vacciné 2 doses,15
2021-12-22,0-9 ans,0 à 4 ans,1
2021-12-22,0-9 ans,Non-vacciné,2
2021-12-22,0-9 ans,Vacciné 1 dose,0
2021-12-22,0-9 ans,Vacciné 2 doses,0
2021-12-22,10-19 ans,Non-vacciné,1
2021-12-22,10-19 ans,Vacciné 1 dose,1
2021-12-22,10-19 ans,Vacciné 2 doses,1
2021-12-22,20-29 ans,Non-vacciné,4
2021-12-22,20-29 ans,Vacciné 1 dose,0
2021-12-22,20-29 ans,Vacciné 2 doses,6
2021-12-22,30-39 ans,Non-vacciné,4
2021-12-22,30-39 ans,Vacciné 1 dose,0
2021-12-22,30-39 ans,Vacciné 2 doses,2
2021-12-22,40-49 ans,Non-vacciné,2
2021-12-22,40-49 ans,Vacciné 1 dose,0
2021-12-22,40-49 ans,Vacciné 2 doses,8
2021-12-22,50-59 ans,Non-vacciné,4
2021-12-22,50-59 ans,Vacciné 1 dose,0
2021-12-22,50-59 ans,Vacciné 2 doses,7
2021-12-22,60-69 ans,Non-vacciné,8
2021-12-22,60-69 ans,Vacciné 1 dose,1
2021-12-22,60-69 ans,Vacciné 2 doses,12
2021-12-22,70-79 ans,Non-vacciné,6
2021-12-22,70-79 ans,Vacciné 1 dose,0
2021-12-22,70-79 ans,Vacciné 2 doses,32
2021-12-22,80-89 ans,Non-vacciné,1
2021-12-22,80-89 ans,Vacciné 1 dose,2
2021-12-22,80-89 ans,Vacciné 2 doses,25
2021-12-22,90 ans et plus,Non-vacciné,1
2021-12-22,90 ans et plus,Vacciné 1 dose,0
2021-12-22,90 ans et plus,Vacciné 2 doses,13
2021-12-23,0-9 ans,0 à 4 ans,0
2021-12-23,0-9 ans,Non-vacciné,0
2021-12-23,0-9 ans,Vacciné 1 dose,0
2021-12-23,0-9 ans,Vacciné 2 doses,0
2021-12-23,10-19 ans,Non-vacciné,1
2021-12-23,10-19 ans,Vacciné 1 dose,1
2021-12-23,10-19 ans,Vacciné 2 doses,0
2021-12-23,20-29 ans,Non-vacciné,5
2021-12-23,20-29 ans,Vacciné 1 dose,2
2021-12-23,20-29 ans,Vacciné 2 doses,4
2021-12-23,30-39 ans,Non-vacciné,3
2021-12-23,30-39 ans,Vacciné 1 dose,2
2021-12-23,30-39 ans,Vacciné 2 doses,3
2021-12-23,40-49 ans,Non-vacciné,3
2021-12-23,40-49 ans,Vacciné 1 dose,0
2021-12-23,40-49 ans,Vacciné 2 doses,3
2021-12-23,50-59 ans,Non-vacciné,7
2021-12-23,50-59 ans,Vacciné 1 dose,0
2021-12-23,50-59 ans,Vacciné 2 doses,4
2021-12-23,60-69 ans,Non-vacciné,7
2021-12-23,60-69 ans,Vacciné 1 dose,0
2021-12-23,60-69 ans,Vacciné 2 doses,20
2021-12-23,70-79 ans,Non-vacciné,3
2021-12-23,70-79 ans,Vacciné 1 dose,0
2021-12-23,70-79 ans,Vacciné 2 doses,35
2021-12-23,80-89 ans,Non-vacciné,2
2021-12-23,80-89 ans,Vacciné 1 dose,1
2021-12-23,80-89 ans,Vacciné 2 doses,25
2021-12-23,90 ans et plus,Non-vacciné,2
2021-12-23,90 ans et plus,Vacciné 1 dose,1
2021-12-23,90 ans et plus,Vacciné 2 doses,13
2021-12-24,0-9 ans,0 à 4 ans,4
2021-12-24,0-9 ans,Non-vacciné,3
2021-12-24,0-9 ans,Vacciné 1 dose,0
2021-12-24,0-9 ans,Vacciné 2 doses,0
2021-12-24,10-19 ans,Non-vacciné,1
2021-12-24,10-19 ans,Vacciné 1 dose,0
2021-12-24,10-19 ans,Vacciné 2 doses,0
2021-12-24,20-29 ans,Non-vacciné,1
2021-12-24,20-29 ans,Vacciné 1 dose,1
2021-12-24,20-29 ans,Vacciné 2 doses,2
2021-12-24,30-39 ans,Non-vacciné,2
2021-12-24,30-39 ans,Vacciné 1 dose,0
2021-12-24,30-39 ans,Vacciné 2 doses,5
2021-12-24,40-49 ans,Non-vacciné,4
2021-12-24,40-49 ans,Vacciné 1 dose,0
2021-12-24,40-49 ans,Vacciné 2 doses,2
2021-12-24,50-59 ans,Non-vacciné,5
2021-12-24,50-59 ans,Vacciné 1 dose,0
2021-12-24,50-59 ans,Vacciné 2 doses,4
2021-12-24,60-69 ans,Non-vacciné,5
2021-12-24,60-69 ans,Vacciné 1 dose,0
2021-12-24,60-69 ans,Vacciné 2 doses,13
2021-12-24,70-79 ans,Non-vacciné,5
2021-12-24,70-79 ans,Vacciné 1 dose,1
2021-12-24,70-79 ans,Vacciné 2 doses,30
2021-12-24,80-89 ans,Non-vacciné,4
2021-12-24,80-89 ans,Vacciné 1 dose,0
2021-12-24,80-89 ans,Vacciné 2 doses,33
2021-12-24,90 ans et plus,Non-vacciné,2
2021-12-24,90 ans et plus,Vacciné 1 dose,0
2021-12-24,90 ans et plus,Vacciné 2 doses,9
2021-12-25,0-9 ans,0 à 4 ans,9
2021-12-25,0-9 ans,Non-vacciné,3
2021-12-25,0-9 ans,Vacciné 1 dose,1
2021-12-25,0-9 ans,Vacciné 2 doses,0
2021-12-25,10-19 ans,Non-vacciné,1
2021-12-25,10-19 ans,Vacciné 1 dose,0
2021-12-25,10-19 ans,Vacciné 2 doses,1
2021-12-25,20-29 ans,Non-vacciné,3
2021-12-25,20-29 ans,Vacciné 1 dose,0
2021-12-25,20-29 ans,Vacciné 2 doses,4
2021-12-25,30-39 ans,Non-vacciné,4
2021-12-25,30-39 ans,Vacciné 1 dose,1
2021-12-25,30-39 ans,Vacciné 2 doses,1
2021-12-25,40-49 ans,Non-vacciné,4
2021-12-25,40-49 ans,Vacciné 1 dose,0
2021-12-25,40-49 ans,Vacciné 2 doses,4
2021-12-25,50-59 ans,Non-vacciné,3
